Var1,Var2,First_D_E_position,uH,R_count,H_count,K_count
S000003636,YJL100W,4,0.469022298029308,0,0,0
S000003637,YJL101C,14,0.20666668928784,0,0,0
S000003638,YJL102W,51,0.230411103053277,5,0,2
S000003639,YJL103C,8,0.493295973374542,0,0,2
S000003640,YJL104W,23,0.384875910761621,1,1,1
S000003641,YJL105W,5,0.220648321533157,0,0,0
S000003642,YJL106W,3,0.586324007235966,0,0,0
S000003643,YJL107C,2,0.64,0,0,0
S000003644,YJL108C,7,0.374187363792063,0,0,0
S000003645,YJL109C,6,0.344715548304547,0,0,0
S000003646,YJL110C,17,0.0587825872602598,3,0,1
S000003647,YJL111W,15,0.103652881202322,0,0,1
S000003648,YJL112W,5,0.190558487311602,0,0,0
S000003649,YJL113W,11,0.441153041716233,0,0,2
S000003650,YJL114W,8,0.464981366960236,1,0,0
S000003651,YJL115W,20,0.27365790323796,0,0,2
S000003652,YJL116C,26,0.087056488787541,0,0,1
S000003653,YJL117W,10,0.114301512675026,1,0,3
S000003654,YJL118W,17,0.106768724180544,1,0,0
S000003655,YJL119C,18,0.211775435749233,2,1,1
S000003656,YJL120W,9,0.339239617834577,0,0,0
S000003657,YJL121C,14,0.146164506447204,0,0,1
S000003658,YJL122W,31,0.187323525776377,3,3,5
S000003659,YJL123C,3,0.347134174396033,0,0,0
S000003660,YJL124C,7,0.177467877024911,0,0,1
S000003661,YJL125C,11,0.243117278312242,0,0,1
S000003662,YJL126W,18,0.214875341485672,1,0,2
S000003663,YJL127C,11,0.313474407025562,0,1,0
S000003664,YJL128C,2,0.64,0,0,0
S000003665,YJL129C,17,0.403006445887322,3,1,0
S000003666,YJL130C,15,0.0416303022453354,0,0,0
S000003667,YJL131C,8,0.336947897403264,0,0,1
S000003668,YJL132W,45,0.0863699118731974,0,0,1
S000003669,YJL133W,3,0.586324007235966,0,0,0
S000003670,YJL134W,3,0.586324007235966,0,0,0
S000003671,YJL135W,8,0.378993419976241,0,0,0
S000003672,YJL136C,2,0.64,0,0,0
S000003673,YJL137C,15,0.257107928245161,1,0,2
S000003674,YJL138C,3,0.347134174396033,0,0,0
S000003675,YJL139C,27,0.182046808919971,0,0,2
S000003676,YJL140W,19,0.305296635644426,4,0,2
S000003677,YJL141C,8,0.217584247425409,0,0,0
S000003678,YJL142C,12,0.223843176005395,0,0,2
S000003679,YJL143W,4,0.133094264645619,0,0,0
S000003680,YJL144W,5,1.09644003264582,2,0,0
S000003681,YJL145W,4,0.633751622850809,0,0,1
S000003682,YJL146W,2,0.64,0,0,0
S000003683,YJL147C,17,0.459041015924049,3,0,2
S000003684,YJL148W,7,0.669637642609761,0,0,2
S000003685,YJL149W,5,0.258407221780854,0,0,0
S000003686,YJL150W,53,0.130092965852515,1,2,1
S000003687,YJL151C,2,0.64,0,0,0
S000003688,YJL152W,7,0.258039048306544,0,1,0
S000003689,YJL153C,3,0.325274300925651,0,0,0
S000003690,YJL154C,5,0.149553307842499,0,0,0
S000003691,YJL155C,9,0.298286906752317,0,0,0
S000003692,YJL156C,13,0.257369721316883,1,0,3
S000003693,YJL157C,10,0.417455356524472,1,0,1
S000003694,YJL158C,22,0.0897983918376985,0,0,1
S000003695,YJL159W,24,0.10330266473405,0,0,2
S000003696,YJL160C,24,0.0627166976114761,0,1,2
S000003697,YJL161W,54,0.318063738235723,2,1,2
S000003698,YJL162C,6,0.618610760707486,0,0,0
S000003699,YJL163C,4,0.469022298029308,0,0,0
S000003700,YJL164C,4,0.245294199928429,0,0,0
S000003701,YJL165C,3,0.365140575546404,0,0,0
S000003702,YJL166W,75,0.119341768932714,0,1,3
S000003703,YJL167W,4,0.323840883303283,0,0,0
S000003704,YJL168C,11,0.0749220318119323,0,0,1
S000003705,YJL169W,4,0.715624459007003,0,0,1
S000003706,YJL170C,9,0.427649019783021,0,0,0
S000003707,YJL171C,29,0.121255455936755,0,1,1
S000003708,YJL172W,7,0.178406672789702,0,0,0
S000003709,YJL173C,4,0.323840883303283,0,0,0
S000003710,YJL174W,22,0.16564285994179,2,0,0
S000003711,YJL175W,8,0.210676197115206,0,0,0
S000003712,YJL176C,2,0.64,0,0,0
S000003713,YJL177W,31,0.104942026933045,4,0,2
S000003714,YJL178C,23,0.248517271589196,0,0,1
S000003715,YJL179W,7,0.587336756026819,0,0,0
S000003716,YJL180C,33,0.301585300652319,3,0,2
S000003717,YJL181W,2,0.64,0,0,0
S000003718,YJL182C,28,0.0905728645447763,3,1,1
S000003719,YJL183W,76,0.0416978173800832,3,0,4
S000003720,YJL184W,12,0.0546341917275945,0,0,1
S000003721,YJL185C,10,0.0590049005816622,0,0,0
S000003722,YJL186W,30,0.211369239539938,2,1,3
S000003723,YJL187C,5,0.438359461104557,0,0,0
S000003724,YJL188C,14,0.0866162802211808,1,1,3
S000003725,YJL189W, ,0.162035216796491,4,0,6
S000003726,YJL190C,9,0.24976192094326,1,0,0
S000003727,YJL191W,4,0.513239649052482,0,0,0
S000003728,YJL192C,30,0.263864327946294,3,0,1
S000003729,YJL193W,48,0.141006909171834,1,2,0
S000003730,YJL194W,18,0.329349530497323,3,0,1
S000003731,YJL195C,15,0.16661599205546,1,0,1
S000003732,YJL196C,4,0.433688729137762,0,0,0
S000003733,YJL197W,5,0.234593881464642,0,0,0
S000003734,YJL198W,14,0.22234119811687,1,1,1
S000003735,YJL199C,17,0.422749259682751,1,0,1
S000003736,YJL200C,43,0.214950288418836,2,2,2
S000003737,YJL201W,3,0.717360172023242,0,0,0
S000003738,YJL202C,13,0.118736631510476,1,0,2
S000003739,YJL203W,2,0.64,0,0,0
S000003740,YJL204C,2,0.64,0,0,0
S000003741,YJL206C,5,0.306891667143328,0,0,1
S000003742,YJL205C,14,0.320313162930678,0,0,1
S000003743,YJL207C,11,0.711757749459978,1,0,2
S000003744,YJL208C,34,0.136357526425353,1,1,1
S000003745,YJL209W,12,0.332961570600413,3,0,0
S000003746,YJL210W,8,0.624100259402885,1,0,0
S000003747,YJL211C,3,0.327582736285826,0,0,0
S000003748,YJL212C,7,0.752561698193084,1,0,0
S000003749,YJL213W,17,0.0799817119840441,2,0,1
S000003750,YJL214W,3,0.325274300925651,0,0,0
S000003751,YJL215C,4,0.433688729137762,0,0,0
S000003752,YJL216C,12,0.189398033296251,0,1,2
S000003753,YJL217W,3,0.586324007235966,0,0,0
S000003754,YJL218W,5,0.214811963769291,0,0,0
S000003755,YJL219W,11,0.218907991330782,0,0,0
S000003756,YJL220W,5,0.285143581806198,0,0,0
S000003757,YJL221C,9,0.134850857873681,0,1,0
S000003758,YJL222W,22,0.225409653257294,1,0,0
S000003759,YJL223C,28,0.0418330936818677,0,0,1
S000003760,YJL225C,5,0.428039640431127,0,0,1
S000003761,YJR001W,3,0.315169652691356,0,0,0
S000003762,YJR002W,3,0.347134174396033,0,0,0
S000003763,YJR003C,39,0.235978098274642,3,2,3
S000003764,YJR004C,24,0.238760017258385,0,0,1
S000003765,YJR005W,3,0.347134174396033,0,0,0
S000003766,YJR006W,2,0.64,0,0,0
S000003767,YJR007W,10,0.353286182691583,1,1,0
S000003768,YJR008W,19,0.301218053041523,2,1,0
S000003769,YJR009C,27,0.500437417072676,5,0,1
S000003770,YJR010C-A,3,0.347134174396033,0,0,0
S000003771,YJR010W,11,0.153960009342249,0,1,0
S000003772,YJR011C,3,0.347134174396033,0,0,0
S000003773,YJR012C,6,0.125797799314609,0,0,0
S000003774,YJR013W,4,0.0969544278330083,0,0,0
S000003775,YJR014W,4,1.13466513560061,1,0,0
S000003776,YJR015W,6,0.359583072961653,0,0,0
S000003777,YJR016C,32,0.250605465212909,2,0,4
S000003778,YJR017C,4,0.269512815818684,0,0,0
S000003779,YJR018W,4,0.460289473131949,0,0,0
S000003780,YJR019C,12,0.257488734699018,0,0,1
S000003781,YJR020W,27,0.151276815204161,2,0,2
S000003782,YJR021C,8,0.2866660297905,2,0,0
S000003783,YJR022W,7,0.357004669800371,0,0,1
S000003784,YJR023C,36,0.119607402244266,0,0,0
S000003785,YJR024C,5,0.186661296491156,0,0,0
S000003786,YJR025C,10,0.219796045683251,0,0,0
S000003787,YJR026W,2,0.64,0,0,0
S000003788,YJR027W,2,0.64,0,0,0
S000003789,YJR028W,2,0.64,0,0,0
S000003790,YJR029W,2,0.64,0,0,0
S000003791,YJR030C,2,0.64,0,0,0
S000003792,YJR031C,3,0.405742488213112,0,1,0
S000003793,YJR032W,4,0.684477960028519,0,0,0
S000003794,YJR033C,54,0.0930313963660351,1,1,0
S000003795,YJR034W,7,0.195728937222096,0,0,1
S000003796,YJR035W,2,0.64,0,0,0
S000003797,YJR036C,6,0.459810484780585,0,0,0
S000003798,YJR037W,2,0.64,0,0,0
S000003799,YJR038C,82,0.095490916740713,1,1,1
S000003800,YJR039W,12,0.120152723123361,2,0,0
S000003801,YJR040W,14,0.238560963704005,0,0,0
S000003802,YJR041C,3,0.365140575546404,0,0,0
S000003803,YJR042W,4,0.283547968075109,0,0,0
S000003804,YJR043C,2,0.64,0,0,0
S000003805,YJR044C,3,0.411384070199385,0,0,0
S000003806,YJR045C,36,0.115224139529573,3,0,2
S000003807,YJR046W,11,0.185355460423482,2,0,1
S000003808,YJR047C,3,0.347134174396033,0,0,0
S000003809,YJR048W,3,0.325274300925651,0,0,0
S000003810,YJR049C,3,0.865015101186174,0,0,1
S000003811,YJR050W,6,0.807656566841176,1,0,0
S000003812,YJR051W,29,0.164257232979904,4,0,1
S000003813,YJR052W,13,0.474620311405684,4,0,1
S000003814,YJR053W,12,0.183068106138909,1,0,0
S000003815,YJR054W,5,0.509428807181328,0,1,0
S000003816,YJR055W,15,0.314308258793709,1,0,1
S000003817,YJR056C,2,0.64,0,0,0
S000003818,YJR057W,11,0.163035845041144,1,0,1
S000003819,YJR058C,22,0.37738363767005,2,0,1
S000003820,YJR059W,7,0.215818798373265,0,0,1
S000003821,YJR060W,13,0.18971599842469,0,0,1
S000003822,YJR061W,48,0.393607901129773,4,1,2
S000003823,YJR062C,4,0.352189627297327,0,0,0
S000003824,YJR063W,12,0.279635843591374,0,0,0
S000003825,YJR064W,11,0.297691661025555,1,0,0
S000003826,YJR065C,12,0.199951329916624,0,0,0
S000003827,YJR066W,2,0.64,0,0,0
S000003828,YJR067C,6,0.420755235073691,0,0,0
S000003829,YJR068W,3,0.629062079429287,0,0,0
S000003830,YJR069C,5,0.317596093129351,0,0,0
S000003831,YJR070C,6,0.358429335998582,0,0,0
S000003832,YJR071W,37,0.185927238920498,1,0,1
S000003833,YJR072C,30,0.140987005488638,2,1,1
S000003834,YJR073C,3,0.865015101186174,0,0,1
S000003835,YJR074W,4,0.666533125864579,0,0,1
S000003836,YJR075W,40,0.152113829931042,4,0,2
S000003837,YJR076C,6,0.4194469517064,0,0,0
S000003838,YJR077C,16,0.116493117522247,0,0,0
S000003839,YJR078W,24,0.2634259270874,2,1,1
S000003840,YJR079W,6,0.0519931296720407,0,0,2
S000003841,YJR080C,26,0.275583762040401,3,0,1
S000003842,YJR082C,3,0.325274300925651,0,0,0
S000003843,YJR083C,3,0.347134174396033,0,0,0
S000003844,YJR084W,2,0.64,0,0,0
S000003845,YJR085C,2,0.64,0,0,0
S000003846,YJR086W,15,0.225755317994513,1,0,0
S000003847,YJR087W,5,0.0548107013075743,0,0,0
S000003848,YJR088C,4,0.816656611098282,0,0,1
S000003849,YJR089W,2,0.64,0,0,0
S000003850,YJR090C,2,0.64,0,0,0
S000003851,YJR091C,2,0.64,0,0,0
S000003852,YJR092W,3,0.405742488213112,0,1,0
S000003853,YJR093C,5,0.187869109074472,0,0,0
S000003854,YJR094C,4,0.356326057410417,0,0,0
S000003855,YJR094W-A,30,0.397424737912161,4,0,6
S000003856,YJR095W,24,0.154044166140879,0,1,3
S000003857,YJR096W,23,0.176136451945881,0,0,3
S000003858,YJR097W,11,0.365473371023743,0,1,0
S000003859,YJR098C,8,0.15333871361578,0,0,0
S000003860,YJR099W,4,0.135428455496884,0,0,0
S000003861,YJR100C,43,0.230040086868225,3,1,2
S000003862,YJR101W,40,0.291146394356967,1,1,3
S000003863,YJR102C,32,0.201538587083386,3,0,0
S000003864,YJR103W,40,0.142155523597716,0,0,3
S000003865,YJR104C,11,0.187875923296186,0,0,1
S000003866,YJR105W,14,0.186536640988722,0,0,0
S000003867,YJR106W,2,0.64,0,0,0
S000003868,YJR107W,18,0.0297842614501451,0,1,0
S000003869,YJR108W,11,0.178219435764447,1,0,0
S000003870,YJR109C,9,0.250931310297105,0,0,0
S000003871,YJR110W,2,0.64,0,0,0
S000003872,YJR111C,37,0.0462925964249241,1,1,2
S000003873,YJR112W,21,0.361471246052596,3,1,1
S000003874,YJR113C,36,0.343106737824979,5,1,0
S000003875,YJR114W,4,0.259119449053424,0,0,0
S000003876,YJR115W,36,0.193855981362256,1,6,1
S000003877,YJR116W,17,0.0757132825808395,0,0,0
S000003878,YJR117W,3,0.629062079429287,0,0,0
S000003879,YJR118C,73,0.17443501309683,1,0,1
S000003880,YJR119C,2,0.64,0,0,0
S000003881,YJR120W,4,0.918959313502351,1,0,0
S000003882,YJR121W,55,0.395874619063102,2,0,3
S000003883,YJR122W,31,0.174034766628995,5,0,2
S000003884,YJR123W,3,0.347134174396033,0,0,0
S000003885,YJR124C,4,0.235800567998083,0,0,0
S000003886,YJR125C,4,0.220526140658604,0,0,0
S000003887,YJR126C,7,1.08653215144913,2,0,0
S000003888,YJR127C,2,0.64,0,0,0
S000003889,YJR128W,11,0.211165526652242,1,0,2
S000003890,YJR129C,3,0.54574956266191,0,0,0
S000003891,YJR130C,8,0.648433678034641,1,0,0
S000003892,YJR131W,26,0.129281544927751,0,0,1
S000003893,YJR132W,2,0.64,0,0,0
S000003894,YJR133W,3,0.405028642877119,0,0,0
S000003895,YJR134C,8,0.310503054904973,0,0,2
S000003896,YJR135C,2,0.64,0,0,0
S000003897,YJR136C,6,0.274698749771568,0,0,0
S000003898,YJR137C,5,0.0270224589594573,0,0,0
S000003899,YJR138W,52,0.281320247110222,2,2,3
S000003900,YJR139C,22,0.187833438075247,0,0,1
S000003901,YJR140C,12,0.349382863351508,0,0,0
S000003902,YJR141W,7,0.484967140109198,0,0,0
S000003903,YJR142W,4,0.619404398268998,0,0,1
S000003904,YJR143C,18,0.104327775408162,1,1,4
S000003905,YJR144W,45,0.13283854860652,2,1,3
S000003906,YJR145C,21,0.452664467747182,2,3,3
S000003907,YJR146W,11,0.357616563727229,0,0,5
S000003908,YJR147W,2,0.64,0,0,0
S000003909,YJR148W,7,0.14078547593439,0,0,0
S000003910,YJR149W,11,0.306129539015142,0,0,0
S000003911,YJR150C,30,0.126852273648477,1,0,0
S000003912,YJR151C,30,0.0200409108831484,0,0,0
S000003913,YJR152W,4,0.133094264645619,0,0,0
S000003914,YJR153W,25,0.111059271652897,1,0,1
S000003915,YJR154W,4,0.371254047558174,0,0,0
S000003916,YJR155W,8,0.702491337504656,2,0,1
S000003917,YJR156C,4,0.245294199928429,0,0,0
S000003918,YJR157W,2,0.64,0,0,0
S000003919,YJR158W,4,0.323840883303283,0,0,0
S000003920,YJR159W,12,0.122905359517672,0,0,0
S000003921,YJR160C,13,0.248775988925709,2,0,2
S000003922,YJR161C,3,0.865015101186174,0,0,1
S000003923,YJR162C,52,0.0956368783512446,1,3,1
S000003924,YLL001W,5,0.320632207803191,0,0,0
S000003925,YLL002W,5,0.190558487311602,0,0,0
S000003926,YLL003W,12,0.213819288960827,0,0,2
S000003927,YLL004W,3,0.347134174396033,0,0,0
S000003928,YLL005C,6,0.427875153472776,0,0,1
S000003929,YLL006W,3,0.325274300925651,0,0,0
S000003930,YLL007C,9,0.432910280890515,1,1,1
S000003931,YLL008W,12,0.254894351766301,0,0,2
S000003932,YLL009C,3,0.325274300925651,0,0,0
S000003933,YLL010C,13,0.214084749070493,0,0,0
S000003934,YLL011W,11,0.502726281433562,1,0,3
S000003935,YLL012W,38,0.197632900857071,2,0,1
S000003936,YLL013C,2,0.64,0,0,0
S000003937,YLL014W,5,0.179623777282749,0,0,0
S000003938,YLL015W,5,0.438359461104557,0,0,0
S000003939,YLL016W,8,0.145446836641113,0,0,0
S000003940,YLL017W,16,0.0876621393342473,0,0,1
S000003941,YLL018C,4,0.491455634844472,0,0,0
S000003942,YLL019C,37,0.133037719777646,3,0,1
S000003943,YLL020C,58,0.236960626008025,1,0,3
S000003944,YLL021W,6,0.129934708033223,0,0,0
S000003945,YLL022C,6,0.230584308633814,1,0,1
S000003946,YLL023C,18,0.0602330214571679,2,0,0
S000003947,YLL024C,8,0.314572890744833,0,0,1
S000003948,YLL025W,31,0.0788205005117278,0,0,1
S000003949,YLL026W,3,0.54574956266191,0,0,0
S000003950,YLL027W,56,0.0682477676387449,4,1,0
S000003951,YLL028W,3,0.347134174396033,0,0,0
S000003952,YLL029W,9,0.173272960998072,0,0,1
S000003953,YLL030C,39,0.220643881402809,3,0,1
S000003954,YLL031C,2,0.64,0,0,0
S000003955,YLL032C,2,0.64,0,0,0
S000003956,YLL033W,18,0.25019210259878,1,0,2
S000003957,YLL034C,16,0.156703616793538,0,0,4
S000003958,YLL035W,4,0.352189627297327,0,0,0
S000003959,YLL036C,24,0.0609080805047488,3,0,2
S000003960,YLL037W,32,0.211801867824943,2,1,1
S000003961,YLL038C,5,0.30455806805705,0,0,0
S000003962,YLL039C,16,0.179873656330616,0,0,2
S000003963,YLL040C,3,0.586324007235966,0,0,0
S000003964,YLL041C,44,0.0262200253801565,2,1,3
S000003965,YLL042C,6,0.122752018673284,0,0,0
S000003966,YLL043W,10,0.455210225035647,0,0,1
S000003967,YLL044W,23,0.271797323986483,2,0,0
S000003968,YLL045C,54,0.116702564848965,0,1,6
S000003969,YLL046C,4,0.352189627297327,0,0,0
S000003970,YLL047W,70,0.243012145415792,1,0,1
S000003971,YLL048C,11,0.417379058935696,1,2,0
S000003972,YLL049W,8,0.409140666999158,0,0,1
S000003973,YLL050C,10,0.40362170437256,1,0,0
S000003974,YLL051C,26,0.160615392706742,1,2,2
S000003975,YLL052C,4,0.469022298029308,0,0,0
S000003976,YLL053C,43,0.121023740138347,0,0,1
S000003977,YLL054C,26,0.213355680128798,2,0,6
S000003978,YLL055W,5,0.67553708355997,0,0,1
S000003979,YLL056C,19,0.190257291991217,0,0,1
S000003980,YLL057C,16,0.145567052793716,0,0,0
S000003981,YLL058W,3,0.325274300925651,0,0,0
S000003982,YLL059C,15,0.088588630546607,0,0,0
S000003983,YLL060C,13,0.0876614025725936,1,0,0
S000003984,YLL061W,2,0.64,0,0,0
S000003985,YLL062C,8,0.535039687103915,1,0,2
S000003986,YLL063C,19,0.14375577309412,2,0,3
S000003987,YLL064C,28,0.0418330936818677,0,0,1
S000003988,YLL065W,64,0.0956368783512446,1,3,1
S000003989,YLL066C,6,0.779643724575263,1,0,0
S000003990,YLL067C,6,0.779643724575263,1,0,0
S000003991,YLR001C,30,0.147018174282905,0,0,1
S000003992,YLR002C,13,0.303045115759566,3,0,1
S000003993,YLR003C,5,0.366071962231765,0,0,0
S000003994,YLR004C,10,0.40931899330139,1,0,1
S000003995,YLR005W,8,0.230006799469829,0,0,0
S000003996,YLR006C,15,0.26426641955068,1,0,1
S000003997,YLR007W,2,0.64,0,0,0
S000003998,YLR008C,12,0.254106912640252,0,0,0
S000003999,YLR009W,25,0.255123706363767,2,2,0
S000004000,YLR010C,7,0.350037951055014,0,0,0
S000004001,YLR011W,18,0.178978435506616,2,0,2
S000004002,YLR012C,8,0.339826072492413,0,0,2
S000004003,YLR013W,10,0.307698684181771,0,1,1
S000004004,YLR014C,15,0.225966597652143,1,0,5
S000004005,YLR015W,10,0.167345577409202,0,0,1
S000004006,YLR016C,17,0.0888052388332023,4,2,1
S000004007,YLR017W,24,0.163928763862331,2,0,4
S000004008,YLR018C,11,0.0432238693857665,0,0,1
S000004009,YLR019W,13,0.222900642583773,0,0,0
S000004010,YLR020C,7,0.68102165487523,0,0,1
S000004011,YLR021W,5,0.35008959286263,0,0,0
S000004012,YLR022C,28,0.207444569194549,3,0,4
S000004013,YLR023C,3,0.411384070199385,0,0,0
S000004014,YLR024C,2,0.64,0,0,0
S000004015,YLR025W,17,0.147926503497209,0,0,2
S000004016,YLR026C,5,0.322793509627379,0,0,1
S000004017,YLR027C,10,0.383915924749394,0,0,0
S000004018,YLR028C,14,0.324010308027657,0,0,2
S000004019,YLR029C,8,0.354493515967732,0,0,1
S000004020,YLR030W,2,0.64,0,0,0
S000004021,YLR031W,14,0.109816547379672,1,0,0
S000004022,YLR032W,5,0.537483538367448,0,1,0
S000004023,YLR033W,3,0.325274300925651,0,0,0
S000004024,YLR034C,27,0.394367949170949,1,0,2
S000004025,YLR035C,9,0.269993999816704,0,1,0
S000004026,YLR036C,3,0.865015101186174,0,0,1
S000004027,YLR037C,31,0.094807050534848,0,0,1
S000004028,YLR038C,3,0.405028642877119,0,0,0
S000004029,YLR039C,7,0.421828343171716,0,0,1
S000004030,YLR040C,35,0.113098822524923,0,1,2
S000004031,YLR041W,3,0.323809313667954,0,0,0
S000004032,YLR042C,29,0.0732738188924909,0,0,1
S000004033,YLR043C,10,0.334417520352211,0,0,1
S000004034,YLR044C,3,0.347134174396033,0,0,0
S000004035,YLR045C,4,0.135428455496884,0,0,0
S000004036,YLR046C,14,0.448286816672817,3,2,1
S000004037,YLR047C,12,0.440899930595608,0,0,2
S000004038,YLR048W,8,0.198000862235853,0,0,0
S000004039,YLR049C,8,0.572219651042242,0,1,0
S000004040,YLR050C,7,0.745847361194605,1,1,1
S000004041,YLR051C,2,0.64,0,0,0
S000004042,YLR052W,4,0.633751622850809,0,0,1
S000004043,YLR053C,2,0.64,0,0,0
S000004044,YLR054C,2,0.64,0,0,0
S000004045,YLR055C,2,0.64,0,0,0
S000004046,YLR056W,2,0.64,0,0,0
S000004047,YLR057W,35,0.388827163223513,4,0,0
S000004048,YLR058C,7,0.247806761677675,0,0,0
S000004049,YLR059C,46,0.381217403327669,5,0,1
S000004050,YLR060W,13,0.112734486387302,0,0,1
S000004051,YLR061W,18,0.16455381967177,1,0,3
S000004052,YLR062C,15,0.104039883988977,0,0,0
S000004053,YLR063W,55,0.170272283422754,2,1,1
S000004054,YLR064W,77,0.0727788850834058,3,0,2
S000004055,YLR065C,72,0.36761827821704,1,0,4
S000004056,YLR066W,47,0.250118720088842,1,0,0
S000004057,YLR067C,25,0.289739134879164,2,0,3
S000004058,YLR068W,16,0.192796543310798,2,0,3
S000004059,YLR069C,37,0.0832176405830573,2,0,3
S000004060,YLR070C,3,0.325274300925651,0,0,0
S000004061,YLR071C,14,0.170626067543391,0,0,0
S000004062,YLR072W,4,0.211787524611673,0,0,0
S000004063,YLR073C,10,0.555947499395064,0,0,2
S000004064,YLR074C,17,0.164791494690201,5,0,3
S000004065,YLR075W,28,0.31356498866301,6,0,3
S000004066,YLR076C,3,0.629062079429287,0,0,0
S000004067,YLR077W,32,0.196920074334045,6,0,1
S000004068,YLR078C,18,0.316322123711447,0,1,2
S000004069,YLR079W,95,0.145559160355252,3,0,0
S000004070,YLR080W,52,0.138503176721653,1,0,6
S000004071,YLR081W,4,0.184466040776938,0,0,0
S000004072,YLR082C,13,0.28105436069453,0,0,1
S000004073,YLR083C,35,0.151586572696254,0,1,2
S000004074,YLR084C,16,0.319878849186875,1,1,0
S000004075,YLR085C,2,0.64,0,0,0
S000004076,YLR086W,3,0.347134174396033,0,0,0
S000004077,YLR087C,2,0.64,0,0,0
S000004078,YLR088W,5,0.179979192737196,0,0,0
S000004079,YLR089C,33,0.188723417322611,1,3,2
S000004080,YLR090W,5,0.0566690624913425,0,0,0
S000004081,YLR091W,14,0.289342684121387,0,0,0
S000004082,YLR092W,4,1.03186678547772,1,0,0
S000004083,YLR093C,10,0.327858415163609,1,0,1
S000004084,YLR094C,4,0.305829939277158,0,0,0
S000004085,YLR095C,24,0.143797563559014,4,0,1
S000004086,YLR096W,8,0.136869893871556,0,0,0
S000004087,YLR097C,4,0.395881417197422,0,0,0
S000004088,YLR098C,4,0.188374204601625,0,0,0
S000004089,YLR099C,13,0.419759784721742,0,0,2
S000004090,YLR100W,25,0.267356613021569,2,0,1
S000004091,YLR101C,19,0.168768561231213,0,1,0
S000004092,YLR102C,6,0.326496407557776,0,0,0
S000004093,YLR103C,10,0.376883436444391,0,0,0
S000004094,YLR104W,43,0.180495827549638,1,1,0
S000004095,YLR105C,21,0.0485914699018441,2,1,3
S000004096,YLR106C,4,0.491455634844472,0,0,0
S000004097,YLR107W,9,0.665047753188901,1,0,0
S000004098,YLR108C,7,0.290204924192045,0,0,1
S000004099,YLR109W,3,0.347134174396033,0,0,0
S000004100,YLR110C,30,0.0461328489592424,0,0,0
S000004101,YLR111W,13,0.140246878253799,0,0,1
S000004102,YLR112W,25,0.175840197092915,4,2,0
S000004103,YLR113W,5,0.178070384246884,0,0,0
S000004104,YLR114C,2,0.64,0,0,0
S000004105,YLR115W,9,0.0936735422946137,0,0,1
S000004106,YLR116W,12,0.487335838268016,3,0,0
S000004107,YLR117C,2,0.64,0,0,0
S000004108,YLR118C,25,0.0800490881565027,2,1,1
S000004109,YLR119W,25,0.169035844753511,4,0,6
S000004110,YLR120C,31,0.228088867237264,2,0,4
S000004111,YLR121C,25,0.18810956510406,1,0,1
S000004112,YLR122C,16,0.250177422859094,1,0,0
S000004113,YLR123C,27,0.160836506526762,4,2,2
S000004114,YLR124W,7,0.320516885423634,0,0,0
S000004115,YLR125W,3,0.365140575546404,0,0,0
S000004116,YLR126C,12,0.236288934195157,0,0,2
S000004117,YLR127C,10,0.173780422391897,1,0,0
S000004118,YLR128W,10,0.373577800337909,1,0,3
S000004119,YLR129W,9,0.736827507317314,1,0,1
S000004120,YLR130C,3,0.586324007235966,0,0,0
S000004121,YLR131C,2,0.64,0,0,0
S000004122,YLR132C,2,0.64,0,0,0
S000004123,YLR133W,4,0.618664424340153,0,0,0
S000004124,YLR134W,3,0.347134174396033,0,0,0
S000004125,YLR135W,2,0.64,0,0,0
S000004126,YLR136C,11,0.0799986391367439,1,0,0
S000004127,YLR137W,9,0.192172175328831,0,0,1
S000004128,YLR138W,5,0.170962177480032,0,0,0
S000004129,YLR139C,51,0.301400398551825,2,1,6
S000004130,YLR140W,36,0.0456613760600945,0,1,1
S000004131,YLR141W,2,0.64,0,0,0
S000004132,YLR142W,44,0.103687231924322,2,0,4
S000004133,YLR143W,12,0.168823109244638,0,0,2
S000004134,YLR144C,41,0.136481858962688,4,0,0
S000004135,YLR145W,2,0.64,0,0,0
S000004136,YLR146C,12,0.309283929837116,0,1,1
S000004137,YLR147C,13,0.21678009024609,0,0,1
S000004138,YLR148W,7,0.286877454055582,1,0,1
S000004139,YLR149C,4,0.283547968075109,0,0,0
S000004140,YLR150W,6,0.50015505916023,0,0,0
S000004141,YLR151C,16,0.138410387373536,2,0,1
S000004142,YLR152C,33,0.152787149234606,0,0,2
S000004143,YLR153C,5,0.40326507294202,0,0,1
S000004144,YLR154C,4,0.703276150015814,0,0,1
S000004145,YLR155C,26,0.195806320899689,2,0,1
S000004146,YLR156W,10,0.380938719073853,0,0,2
S000004147,YLR157C,26,0.195806320899689,2,0,1
S000004148,YLR158C,26,0.195806320899689,2,0,1
S000004149,YLR159W,10,0.380938719073853,0,0,2
S000004150,YLR160C,26,0.195806320899689,2,0,1
S000004151,YLR161W,10,0.380938719073853,0,0,2
S000004152,YLR162W,13,0.350328328704354,1,1,0
S000004153,YLR163C,40,0.218818968965901,5,0,2
S000004154,YLR164W,45,0.266675747260949,3,1,2
S000004155,YLR165C,12,0.330486476988244,0,0,2
S000004156,YLR166C,6,0.451449239232836,0,0,0
S000004157,YLR167W,16,0.179873656330616,0,0,2
S000004158,YLR168C,9,0.493114660639782,0,0,1
